Drug1	Drug2	cell	synergy	fold
TAMOXIFEN CITRATE	FULVESTRANT	SKMEL5	-5.01	4
NILOTINIB	QUINACRINE HYDROCHLORIDE	HL60	-1.96	1
ANASTROZOLE	THALIDOMIDE	IGROV1	2.55	2
CYTARABINE HYDROCHLORIDE	QUINACRINE HYDROCHLORIDE	NCIH226	-5.04	4
FULVESTRANT	ARSENIC TRIOXIDE	SF295	-6.87	2
ZOLEDRONIC ACID	MERCAPTOPURINE	SKMEL5	-7.63	0
SORAFENIB	METHOTREXATE	CAKI1	6.49	1
METHOTREXATE	FLUDARABINE BASE	LOXIMVI	-0.32	0
RALOXIFENE	CELECOXIB	IGROV1	-2.38	4
CELECOXIB	AMIFOSTINE	SF295	-0.07	3
CYTARABINE HYDROCHLORIDE	METHOXSALEN	HCT15	1.03	0
ANASTROZOLE	IXABEPILONE	SKMEL5	2.69	3
IMATINIB	NILOTINIB	UACC257	-0.15	3
CYTARABINE HYDROCHLORIDE	SUNITINIB	OVCAR8	-1.67	4
FLUDARABINE BASE	IMATINIB	NCIH23	-3.52	2
MITOTANE	ALLOPURINOL	IGROV1	-0.22	2
MITOXANTRONE	METHOTREXATE	MOLT4	0.4	0
IMATINIB	PRALATREXATE	OVCAR4	2.79	1
SORAFENIB	AMIFOSTINE	U251MG	5.8	4
METHOTREXATE	ERLOTINIB HYDROCHLORIDE	SKMEL5	-0.92	1
LETROZOLE	PRALATREXATE	ACHN	3.32	0
MITOTANE	METHOXSALEN	K562	-3.29	2
BLEOMYCIN	PRALATREXATE	OVCAR8	0.86	3
CELECOXIB	PRALATREXATE	HCT116	3.6	0
CELECOXIB	TAMOXIFEN CITRATE	MDAMB468	-0.31	2
DASATINIB	IMIQUIMOD	UACC62	-1.52	4
TAMOXIFEN CITRATE	MERCAPTOPURINE	LOXIMVI	2.54	1
HYDROXYUREA	SORAFENIB	MOLT4	-2.97	3
LENALIDOMIDE	DASATINIB	NCIH23	-7.49	2
DOCETAXEL	MITOTANE	HS578T	-0.44	2
DASATINIB	HYDROXYUREA	MCF7	-2.75	0
DASATINIB	FULVESTRANT	RPMI8226	9.16	1
PACLITAXEL	QUINACRINE HYDROCHLORIDE	U251MG	-6.7	3
RALOXIFENE	TRETINOIN	IGROV1	-0.82	4
FLUDARABINE BASE	SORAFENIB	UACC257	-0.2	1
AZACYTIDINE	BLEOMYCIN	MCF7	-5.38	2
TRETINOIN	ALLOPURINOL	IGROV1	1.78	4
RALOXIFENE	FULVESTRANT	SNB19	0.82	4
LAPATINIB	SORAFENIB	HS578T	0.49	3
AZACYTIDINE	DASATINIB	HL60	-0.88	3
QUINACRINE HYDROCHLORIDE	AMIFOSTINE	NCIH522	-1.19	1
IMIQUIMOD	CARMUSTINE	IGROV1	-2.42	3
TAMOXIFEN CITRATE	HYDROXYUREA	NCIH226	-1.05	3
DOCETAXEL	PRALATREXATE	A498	-0.15	0
MITOTANE	METHOXSALEN	NCIH460	0.22	3
TAMOXIFEN CITRATE	SUNITINIB	CAKI1	8.0	0
ZOLEDRONIC ACID	ARSENIC TRIOXIDE	NCIH322	-0.8	4
CELECOXIB	ERLOTINIB HYDROCHLORIDE	LOXIMVI	3.82	2
CYTARABINE HYDROCHLORIDE	AZACYTIDINE	MALME3M	-6.53	0
CELECOXIB	HYDROXYUREA	HS578T	0.57	1
LETROZOLE	THALIDOMIDE	SKOV3	-1.22	4
SORAFENIB	MITOTANE	HL60	27.29	1
CELECOXIB	ERLOTINIB HYDROCHLORIDE	UACC257	2.01	4
5-FU	METHOTREXATE	A498	-8.96	4
DAUNORUBICIN HYDROCHLORIDE	METHOTREXATE	786O	1.24	4
MITOTANE	MERCAPTOPURINE	SKOV3	-10.74	3
RALOXIFENE	LOMUSTINE	SF295	0.38	1
TRETINOIN	FULVESTRANT	MOLT4	13.24	0
TRETINOIN	DOCETAXEL	MALME3M	4.27	3
TRETINOIN	AZACYTIDINE	MOLT4	0.2	2
MITOTANE	PRALATREXATE	SW620	1.91	0
LETROZOLE	METHOTREXATE	SKOV3	4.66	4
GEFITINIB	DASATINIB	LOXIMVI	-5.27	0
LAPATINIB	BLEOMYCIN	MDAMB468	-6.08	0
PACLITAXEL	IXABEPILONE	K562	9.0	2
SORAFENIB	CARMUSTINE	BT549	-0.15	3
RALOXIFENE	FULVESTRANT	MDAMB468	-0.31	1
PRALATREXATE	AMIFOSTINE	NCIH226	1.93	3
DASATINIB	BLEOMYCIN	IGROV1	0.57	0
BLEOMYCIN	METHOXSALEN	SF295	4.61	0
TRETINOIN	ERLOTINIB HYDROCHLORIDE	MALME3M	-2.97	3
CARMUSTINE	ARSENIC TRIOXIDE	NCIH522	-0.74	0
ANASTROZOLE	ARSENIC TRIOXIDE	SKMEL28	1.98	4
CYTARABINE HYDROCHLORIDE	IMIQUIMOD	OVCAR4	1.08	3
LETROZOLE	ZOLEDRONIC ACID	OVCAR8	-2.84	1
IMATINIB	ZOLEDRONIC ACID	MCF7	0.75	3
PACLITAXEL	DOCETAXEL	T47D	-4.26	0
FULVESTRANT	AMIFOSTINE	IGROV1	1.98	1
CYTARABINE HYDROCHLORIDE	PRALATREXATE	NCIH322	-1.54	1
LENALIDOMIDE	DASATINIB	SKMEL5	6.85	2
CELECOXIB	METHOXSALEN	RPMI8226	-2.9	2
MITOTANE	TOPOTECAN HYDROCHLORIDE	NCIH226	-3.96	2
ALLOPURINOL	CARMUSTINE	ACHN	-0.94	4
RALOXIFENE	DEXRAZOXANE	CAKI1	-3.33	1
TRETINOIN	IMATINIB	MALME3M	-3.92	3
PRALATREXATE	THALIDOMIDE	MALME3M	5.29	2
TENIPOSIDE	BLEOMYCIN	MCF7	10.38	4
RALOXIFENE	CABAZITAXEL	PC3	23.85	4
LOMUSTINE	AMIFOSTINE	IGROV1	-3.81	3
RALOXIFENE	IMIQUIMOD	PC3	0.41	3
PACLITAXEL	ANASTROZOLE	KM12	2.58	3
SUNITINIB	ALLOPURINOL	IGROV1	-3.67	0
CELECOXIB	IXABEPILONE	SNB19	1.65	1
TRETINOIN	LAPATINIB	SF295	1.94	3
HYDROXYUREA	CARMUSTINE	BT549	-3.92	1
DOCETAXEL	AZACYTIDINE	786O	-6.83	2
QUINACRINE HYDROCHLORIDE	ARSENIC TRIOXIDE	SF295	-4.36	3
IMATINIB	BORTEZOMIB	T47D	-2.77	2
RALOXIFENE	LENALIDOMIDE	UACC62	-1.06	4
NILOTINIB	IXABEPILONE	RPMI8226	8.13	0
PRALATREXATE	THALIDOMIDE	MDAMB231	1.77	1
LETROZOLE	BORTEZOMIB	MDAMB231	1.26	3
RALOXIFENE	SUNITINIB	SKMEL5	9.85	2
LETROZOLE	MERCAPTOPURINE	SKMEL28	-4.23	4
METHOXSALEN	IMIQUIMOD	OVCAR8	-0.87	3
TAMOXIFEN CITRATE	SORAFENIB	UACC257	-1.06	3
RALOXIFENE	MITOTANE	UACC62	0.69	4
SORAFENIB	BORTEZOMIB	HT29	1.25	0
ANASTROZOLE	BORTEZOMIB	COLO205	-1.47	1
AMIFOSTINE	ERLOTINIB HYDROCHLORIDE	MALME3M	3.42	4
CELECOXIB	BORTEZOMIB	UACC62	0.29	4
ERLOTINIB HYDROCHLORIDE	ARSENIC TRIOXIDE	MDAMB231	-7.06	3
DOCETAXEL	ZOLEDRONIC ACID	DU145	3.24	4
DOCETAXEL	QUINACRINE HYDROCHLORIDE	786O	-9.62	0
ANASTROZOLE	ERLOTINIB HYDROCHLORIDE	MOLT4	5.14	1
SORAFENIB	ZOLEDRONIC ACID	A498	-8.25	0
AMIFOSTINE	IXABEPILONE	OVCAR4	2.89	1
NILOTINIB	IXABEPILONE	SF295	-4.33	4
DEXRAZOXANE	DASATINIB	KM12	-5.8	1
RALOXIFENE	CRIZOTINIB	DU145	10.25	0
DASATINIB	MITOTANE	SKMEL28	0.73	3
CELECOXIB	TRETINOIN	COLO205	-1.44	0
RALOXIFENE	AZACYTIDINE	HT29	2.3	4
DAUNORUBICIN HYDROCHLORIDE	DASATINIB	SNB19	4.0	4
VEMURAFENIB	CARMUSTINE	NCIH322	14.11	1
TRETINOIN	HYDROXYUREA	SKMEL28	0.6	2
ANASTROZOLE	MERCAPTOPURINE	MOLT4	-3.12	3
DOCETAXEL	ERLOTINIB HYDROCHLORIDE	OVCAR8	0.81	0
TAMOXIFEN CITRATE	HYDROXYUREA	HT29	-0.94	0
BLEOMYCIN	ERLOTINIB HYDROCHLORIDE	SKMEL5	-3.99	2
SUNITINIB	BORTEZOMIB	MALME3M	-1.53	2
DOCETAXEL	ALLOPURINOL	NCIH23	-0.15	4
DASATINIB	TOPOTECAN HYDROCHLORIDE	A549	-1.47	0
LETROZOLE	IXABEPILONE	DU145	1.9	3
MITOXANTRONE	BLEOMYCIN	NCIH460	2.75	1
CYTARABINE HYDROCHLORIDE	DOCETAXEL	NCIH322	2.51	3
CYTARABINE HYDROCHLORIDE	AZACYTIDINE	SKOV3	-7.47	1
PRALATREXATE	AMIFOSTINE	HT29	3.29	0
ERLOTINIB HYDROCHLORIDE	ARSENIC TRIOXIDE	RPMI8226	0.51	0
SUNITINIB	METHOTREXATE	COLO205	-10.59	0
SUNITINIB	ARSENIC TRIOXIDE	MALME3M	-1.35	2
MERCAPTOPURINE	THALIDOMIDE	786O	1.08	4
FULVESTRANT	METHOXSALEN	A498	8.39	1
RALOXIFENE	TRETINOIN	NCIH226	2.6	4
PACLITAXEL	ERLOTINIB HYDROCHLORIDE	UACC257	-6.82	0
FULVESTRANT	BORTEZOMIB	NCIH23	1.04	1
BLEOMYCIN	ERLOTINIB HYDROCHLORIDE	SKMEL28	-0.47	3
TRETINOIN	IMIQUIMOD	SKOV3	-1.64	1
PACLITAXEL	THALIDOMIDE	ACHN	-3.02	3
RALOXIFENE	CARMUSTINE	SKMEL2	8.12	2
FLUDARABINE BASE	AMIFOSTINE	MALME3M	-2.96	4
LETROZOLE	SUNITINIB	UACC257	1.72	4
RALOXIFENE	SORAFENIB	HS578T	3.55	3
ANASTROZOLE	IMIQUIMOD	NCIH226	7.11	2
METHOTREXATE	THALIDOMIDE	HT29	3.24	3
ZOLEDRONIC ACID	CARMUSTINE	NCIH522	-2.41	0
ZOLEDRONIC ACID	BLEOMYCIN	HT29	0.06	0
BLEOMYCIN	ERLOTINIB HYDROCHLORIDE	OVCAR8	0.85	3
TRETINOIN	CARMUSTINE	MCF7	-3.87	1
SORAFENIB	ZOLEDRONIC ACID	HS578T	4.1	1
AZACYTIDINE	HYDROXYUREA	MDAMB231	-5.55	0
DASATINIB	QUINACRINE HYDROCHLORIDE	SF295	-5.4	1
THALIDOMIDE	IMIQUIMOD	NCIH322	-1.94	3
ERLOTINIB HYDROCHLORIDE	ARSENIC TRIOXIDE	OVCAR4	1.4	1
FLUDARABINE BASE	NILOTINIB	HS578T	-1.64	3
BLEOMYCIN	MERCAPTOPURINE	NCIH460	-0.47	1
LETROZOLE	CELECOXIB	IGROV1	1.86	0
MERCAPTOPURINE	IMIQUIMOD	K562	0.32	4
NILOTINIB	AMIFOSTINE	UACC257	3.56	0
CELECOXIB	ZOLEDRONIC ACID	SKOV3	0.94	2
AZACYTIDINE	METHOXSALEN	CAKI1	-0.63	2
TENIPOSIDE	METHOTREXATE	HCT15	-3.41	3
TOPOTECAN HYDROCHLORIDE	ERLOTINIB HYDROCHLORIDE	LOXIMVI	-5.95	3
AZACYTIDINE	TOPOTECAN HYDROCHLORIDE	IGROV1	-8.4	1
BLEOMYCIN	FULVESTRANT	UACC62	-17.65	2
NILOTINIB	DASATINIB	NCIH322	4.5	2
HYDROXYUREA	PRALATREXATE	UACC257	1.72	2
PACLITAXEL	BORTEZOMIB	OVCAR4	-0.94	1
METHOTREXATE	QUINACRINE HYDROCHLORIDE	BT549	-3.99	1
TRETINOIN	PRALATREXATE	T47D	2.7	1
DAUNORUBICIN HYDROCHLORIDE	BLEOMYCIN	HCT116	-0.57	0
LAPATINIB	BLEOMYCIN	SF295	1.53	0
TRETINOIN	METHOXSALEN	OVCAR8	0.1	1
ANASTROZOLE	QUINACRINE HYDROCHLORIDE	DU145	-4.91	2
HYDROXYUREA	PRALATREXATE	IGROV1	-2.22	2
METHOTREXATE	ARSENIC TRIOXIDE	ACHN	-4.5	1
PACLITAXEL	METHOTREXATE	SF295	1.04	4
CELECOXIB	BLEOMYCIN	NCIH226	-6.34	2
IMATINIB	METHOXSALEN	OVCAR8	-0.9	3
PRALATREXATE	TOPOTECAN HYDROCHLORIDE	PC3	-3.99	3
IMATINIB	BLEOMYCIN	SKMEL2	-0.09	1
METHOXSALEN	IMIQUIMOD	U251MG	14.54	4
METHOTREXATE	MERCAPTOPURINE	MOLT4	0.33	2
FLUDARABINE BASE	ZOLEDRONIC ACID	HCT15	-4.62	4
PRALATREXATE	IXABEPILONE	HT29	3.21	2
CYTARABINE HYDROCHLORIDE	SUNITINIB	ACHN	-0.36	1
FULVESTRANT	MERCAPTOPURINE	SKMEL2	-0.02	4
FLUDARABINE BASE	CARMUSTINE	U251MG	-4.49	2
SORAFENIB	ERLOTINIB HYDROCHLORIDE	UACC62	-2.58	2
DAUNORUBICIN HYDROCHLORIDE	DASATINIB	ACHN	3.7	2
METHOTREXATE	METHOXSALEN	SKMEL5	0.9	4
QUINACRINE HYDROCHLORIDE	AMIFOSTINE	T47D	4.23	0
PRALATREXATE	ALLOPURINOL	SKOV3	-2.51	4
FULVESTRANT	ANASTROZOLE	UACC62	-2.41	1
ANASTROZOLE	ERLOTINIB HYDROCHLORIDE	UACC62	-1.84	0
PACLITAXEL	HYDROXYUREA	T47D	16.1	0
HYDROXYUREA	QUINACRINE HYDROCHLORIDE	ACHN	-0.58	0
CELECOXIB	ZOLEDRONIC ACID	UACC257	-1.47	4
MITOTANE	FULVESTRANT	T47D	-6.38	4
RALOXIFENE	PAZOPANIB HYDROCHLORIDE	SKMEL28	5.86	3
LETROZOLE	ARSENIC TRIOXIDE	A498	3.09	1
CARMUSTINE	IXABEPILONE	SF295	1.24	2
SORAFENIB	ANASTROZOLE	SKMEL5	0.59	3
DASATINIB	THALIDOMIDE	NCIH23	-3.48	2
THALIDOMIDE	IMIQUIMOD	ACHN	1.49	0
FLUDARABINE BASE	SORAFENIB	T47D	-0.85	1
DEXRAZOXANE	AMIFOSTINE	HS578T	5.37	0
SUNITINIB	METHOTREXATE	HCT116	-8.64	1
RALOXIFENE	RUXOLITINIB	DU145	16.66	0
CYTARABINE HYDROCHLORIDE	SUNITINIB	SF295	-3.82	4
LETROZOLE	METHOXSALEN	BT549	-1.93	4
LETROZOLE	THALIDOMIDE	HS578T	1.04	4
CELECOXIB	SORAFENIB	HS578T	0.05	0
BLEOMYCIN	FULVESTRANT	HT29	-6.0	4
IMATINIB	QUINACRINE HYDROCHLORIDE	U251MG	-7.33	0
CELECOXIB	LAPATINIB	NCIH226	1.6	1
MITOXANTRONE	DASATINIB	MDAMB468	4.71	2
PACLITAXEL	MERCAPTOPURINE	SF295	-5.58	2
PRALATREXATE	AMIFOSTINE	SNB19	2.28	4
PRALATREXATE	ARSENIC TRIOXIDE	MALME3M	-1.24	0
PEMETREXED	DASATINIB	MCF7	2.67	1
PACLITAXEL	BORTEZOMIB	UACC257	-0.06	0
FULVESTRANT	ARSENIC TRIOXIDE	SW620	-0.8	3
IXABEPILONE	BORTEZOMIB	SF295	0.31	1
PACLITAXEL	MITOTANE	MDAMB231	-0.92	2
LOMUSTINE	DASATINIB	CAKI1	-1.6	4
TENIPOSIDE	DASATINIB	SNB19	4.71	3
TENIPOSIDE	BLEOMYCIN	HS578T	0.61	1
IMATINIB	MITOTANE	SW620	4.08	4
RALOXIFENE	METHOTREXATE	HT29	5.63	1
DOCETAXEL	IMIQUIMOD	U251MG	-9.28	4
TAMOXIFEN CITRATE	PACLITAXEL	HT29	18.43	4
CELECOXIB	SUNITINIB	HCT15	5.74	2
LETROZOLE	METHOTREXATE	NCIH460	28.11	2
PRALATREXATE	ARSENIC TRIOXIDE	U251MG	-1.41	3
CYTARABINE HYDROCHLORIDE	SUNITINIB	NCIH522	0.29	2
TAMOXIFEN CITRATE	DOCETAXEL	SF295	-2.41	0
CELECOXIB	IMATINIB	HCT15	-0.13	2
PACLITAXEL	METHOXSALEN	NCIH522	-5.94	0
DOCETAXEL	MITOTANE	T47D	-4.97	0
DASATINIB	AMIFOSTINE	786O	-5.05	1
CYTARABINE HYDROCHLORIDE	ZOLEDRONIC ACID	MDAMB468	-6.42	3
CYTARABINE HYDROCHLORIDE	ALLOPURINOL	NCIH23	1.38	1
SUNITINIB	FULVESTRANT	CAKI1	-4.71	2
ALLOPURINOL	ERLOTINIB HYDROCHLORIDE	KM12	-2.51	4
MITOTANE	ZOLEDRONIC ACID	SKMEL5	2.63	2
NILOTINIB	BORTEZOMIB	A549	-0.94	2
LAPATINIB	ALLOPURINOL	BT549	-0.93	0
TENIPOSIDE	METHOTREXATE	SNB19	-2.13	1
ZOLEDRONIC ACID	ARSENIC TRIOXIDE	OVCAR8	-1.9	3
RALOXIFENE	LENALIDOMIDE	RPMI8226	-0.58	1
AZACYTIDINE	SUNITINIB	UACC257	-2.2	3
AZACYTIDINE	METHOXSALEN	HS578T	-0.57	4
RALOXIFENE	AZACYTIDINE	SKMEL5	6.13	0
TRETINOIN	METHOXSALEN	LOXIMVI	6.32	0
LAPATINIB	IMIQUIMOD	NCIH226	0.6	4
MERCAPTOPURINE	CARMUSTINE	MCF7	-4.97	3
HYDROXYUREA	METHOTREXATE	UACC62	0.33	1
TRETINOIN	ZOLEDRONIC ACID	K562	-4.13	2
TAMOXIFEN CITRATE	PACLITAXEL	DU145	27.4	0
RALOXIFENE	VEMURAFENIB	T47D	-4.895	1
RALOXIFENE	CRIZOTINIB	SKOV3	-0.23	2
NILOTINIB	AMIFOSTINE	MDAMB468	-3.54	4
HYDROXYUREA	METHOXSALEN	A549	-2.45	2
ALLOPURINOL	METHOXSALEN	HCT15	8.91	1
ZOLEDRONIC ACID	ALLOPURINOL	MOLT4	15.0	4
DOCETAXEL	ALLOPURINOL	KM12	-4.51	0
DOCETAXEL	IXABEPILONE	HT29	6.17	1
RALOXIFENE	THALIDOMIDE	KM12	3.09	3
NILOTINIB	THALIDOMIDE	MOLT4	0.58	0
DOCETAXEL	BORTEZOMIB	HCT15	-1.65	0
CELECOXIB	TOPOTECAN HYDROCHLORIDE	HT29	-1.17	2
TRETINOIN	SUNITINIB	MALME3M	-4.12	0
LETROZOLE	DOCETAXEL	MDAMB468	2.22	4
RALOXIFENE	SORAFENIB	NCIH522	-7.84	3
CYTARABINE HYDROCHLORIDE	ALLOPURINOL	SW620	-3.38	2
MEGESTROL ACETATE	METHOTREXATE	OVCAR8	-6.34	1
SUNITINIB	BORTEZOMIB	HL60	-2.09	3
PRALATREXATE	METHOTREXATE	HT29	2.67	2
SUNITINIB	ERLOTINIB HYDROCHLORIDE	NCIH522	1.06	0
BLEOMYCIN	QUINACRINE HYDROCHLORIDE	HCT15	-5.71	1
SORAFENIB	IXABEPILONE	PC3	3.23	0
TENIPOSIDE	BLEOMYCIN	MOLT4	20.55	2
SUNITINIB	TOPOTECAN HYDROCHLORIDE	DU145	0.68	3
LETROZOLE	ERLOTINIB HYDROCHLORIDE	HS578T	0.84	1
QUINACRINE HYDROCHLORIDE	METHOXSALEN	HL60	20.67	4
MITOTANE	ANASTROZOLE	SKOV3	-2.45	2
CYTARABINE HYDROCHLORIDE	IMATINIB	MALME3M	-0.58	4
MEGESTROL ACETATE	AMIFOSTINE	786O	2.05	2
DASATINIB	SORAFENIB	BT549	-1.71	4
FULVESTRANT	QUINACRINE HYDROCHLORIDE	T47D	-6.4	4
CELECOXIB	TOPOTECAN HYDROCHLORIDE	HL60	-0.53	2
RALOXIFENE	VANDETANIB	OVCAR8	-0.51	0
TAMOXIFEN CITRATE	MITOTANE	U251MG	2.39	4
ZOLEDRONIC ACID	QUINACRINE HYDROCHLORIDE	NCIH23	-3.39	3
TRETINOIN	DASATINIB	MDAMB468	-2.54	2
DOCETAXEL	ERLOTINIB HYDROCHLORIDE	OVCAR4	-0.96	2
AZACYTIDINE	ZOLEDRONIC ACID	SKMEL28	-2.73	1
DACARBAZINE	METHOTREXATE	HCT116	1.58	2
DASATINIB	MITOTANE	SNB19	-1.19	3
LAPATINIB	ZOLEDRONIC ACID	BT549	0.77	3
SUNITINIB	HYDROXYUREA	SW620	-5.58	4
CYTARABINE HYDROCHLORIDE	LAPATINIB	HL60	2.16	3
LAPATINIB	IXABEPILONE	SKMEL5	1.03	1
TOPOTECAN HYDROCHLORIDE	CARMUSTINE	OVCAR4	1.76	1
METHOXSALEN	AMIFOSTINE	HCT116	2.94	2
TENIPOSIDE	AMIFOSTINE	T47D	-1.53	3
FLUDARABINE BASE	TRETINOIN	HCT116	-5.56	0
ALLOPURINOL	ERLOTINIB HYDROCHLORIDE	DU145	-6.12	2
SORAFENIB	ERLOTINIB HYDROCHLORIDE	MDAMB468	0.73	2
TAMOXIFEN CITRATE	PRALATREXATE	SKOV3	3.85	2
TRETINOIN	PRALATREXATE	OVCAR4	-3.71	3
SUNITINIB	HYDROXYUREA	COLO205	-2.17	2
NILOTINIB	PACLITAXEL	A549	3.21	3
TENIPOSIDE	AMIFOSTINE	MALME3M	-5.01	4
TOPOTECAN HYDROCHLORIDE	BORTEZOMIB	CAKI1	1.01	2
PACLITAXEL	SORAFENIB	SKMEL2	20.63	0
NILOTINIB	FULVESTRANT	HT29	-3.0	1
FULVESTRANT	ANASTROZOLE	MOLT4	0.93	2
RALOXIFENE	MITOXANTRONE	MOLT4	15.1	1
RALOXIFENE	DASATINIB	UACC257	2.27	1
SORAFENIB	AMIFOSTINE	SKMEL28	2.44	1
BLEOMYCIN	IXABEPILONE	SF295	-5.97	1
MITOTANE	ERLOTINIB HYDROCHLORIDE	OVCAR4	-0.78	2
PACLITAXEL	SUNITINIB	SF295	8.27	3
PACLITAXEL	ARSENIC TRIOXIDE	CAKI1	0.73	0
CELECOXIB	LAPATINIB	A549	-1.57	4
PEMETREXED	AMIFOSTINE	MCF7	2.79	2
CYTARABINE HYDROCHLORIDE	HYDROXYUREA	ACHN	2.01	1
TAMOXIFEN CITRATE	ALLOPURINOL	SNB19	-1.62	4
PACLITAXEL	ALLOPURINOL	MALME3M	-12.3	2
AZACYTIDINE	ALLOPURINOL	HS578T	-8.94	4
CYTARABINE HYDROCHLORIDE	ERLOTINIB HYDROCHLORIDE	OVCAR8	-1.88	0
TRETINOIN	BLEOMYCIN	OVCAR8	-10.6	2
ALLOPURINOL	QUINACRINE HYDROCHLORIDE	SKOV3	-4.28	1
CYTARABINE HYDROCHLORIDE	IXABEPILONE	IGROV1	-2.78	2
IMATINIB	ERLOTINIB HYDROCHLORIDE	NCIH460	4.06	3
RALOXIFENE	CELECOXIB	786O	-2.63	1
ZOLEDRONIC ACID	IMIQUIMOD	MALME3M	-0.72	3
METHOXSALEN	AMIFOSTINE	OVCAR8	1.71	2
DOCETAXEL	MERCAPTOPURINE	UACC62	2.96	2
HYDROXYUREA	ARSENIC TRIOXIDE	NCIH23	-3.19	1
METHOTREXATE	IXABEPILONE	HS578T	-2.77	4
RALOXIFENE	BORTEZOMIB	A549	2.27	4
TRETINOIN	TOPOTECAN HYDROCHLORIDE	HCT15	9.05	3
TAMOXIFEN CITRATE	METHOXSALEN	SKMEL5	3.49	0
ZOLEDRONIC ACID	ANASTROZOLE	KM12	-0.55	1
METHOTREXATE	AMIFOSTINE	SKMEL5	-4.8	0
LOMUSTINE	BLEOMYCIN	SKMEL5	-3.79	3
SUNITINIB	IMIQUIMOD	T47D	-0.66	4
LAPATINIB	THALIDOMIDE	SNB19	0.94	1
FULVESTRANT	MERCAPTOPURINE	SNB19	-3.99	4
FULVESTRANT	ARSENIC TRIOXIDE	BT549	-1.8	4
CELECOXIB	NILOTINIB	T47D	1.67	2
LAPATINIB	SUNITINIB	PC3	-2.19	3
SORAFENIB	METHOXSALEN	NCIH23	-5.97	1
HYDROXYUREA	MERCAPTOPURINE	SNB19	1.57	1
DACARBAZINE	BLEOMYCIN	MOLT4	0.07	4
5-FU	AMIFOSTINE	NCIH23	0.1	1
DOCETAXEL	MERCAPTOPURINE	T47D	25.26	1
HYDROXYUREA	THALIDOMIDE	MDAMB468	-2.14	2
PRALATREXATE	BORTEZOMIB	UACC257	0.81	0
DACARBAZINE	AMIFOSTINE	K562	7.48	3
FULVESTRANT	ANASTROZOLE	HL60	2.17	4
METHOTREXATE	FLUDARABINE BASE	HCT15	-2.67	3
LETROZOLE	DOCETAXEL	HT29	13.54	1
TRETINOIN	AMIFOSTINE	SKMEL28	3.22	0
LAPATINIB	ANASTROZOLE	RPMI8226	2.15	1
CYTARABINE HYDROCHLORIDE	AZACYTIDINE	K562	-12.93	1
TRETINOIN	ANASTROZOLE	HCT116	-0.15	3
IMIQUIMOD	TOPOTECAN HYDROCHLORIDE	ACHN	-1.7	2
CELECOXIB	AZACYTIDINE	SF295	-4.64	0
RALOXIFENE	IMATINIB	A498	5.18	1
HYDROXYUREA	ANASTROZOLE	CAKI1	1.29	3
MITOXANTRONE	AMIFOSTINE	SKOV3	0.56	1
THALIDOMIDE	IMIQUIMOD	A549	-1.57	2
TAMOXIFEN CITRATE	MERCAPTOPURINE	IGROV1	-1.72	0
SUNITINIB	MITOTANE	LOXIMVI	3.08	1
IMATINIB	HYDROXYUREA	MDAMB468	1.09	2
PACLITAXEL	BLEOMYCIN	DU145	-5.39	1
HYDROXYUREA	IMIQUIMOD	A549	-3.3	0
5-FU	ALLOPURINOL	NCIH522	-6.14	0
MITOXANTRONE	BLEOMYCIN	SW620	3.63	1
ANASTROZOLE	ALLOPURINOL	MDAMB468	-1.39	1
RALOXIFENE	PRALATREXATE	SKMEL5	6.77	0
MITOTANE	QUINACRINE HYDROCHLORIDE	LOXIMVI	-1.47	0
RALOXIFENE	DOCETAXEL	MDAMB231	6.43	4
CELECOXIB	QUINACRINE HYDROCHLORIDE	MOLT4	-0.49	3
BLEOMYCIN	SORAFENIB	HCT116	0.96	0
CELECOXIB	SORAFENIB	PC3	0.33	4
GEFITINIB	METHOTREXATE	UACC62	-3.85	0
MERCAPTOPURINE	NILOTINIB	LOXIMVI	0.4	0
ANASTROZOLE	ERLOTINIB HYDROCHLORIDE	HS578T	1.66	3
CYTARABINE HYDROCHLORIDE	MERCAPTOPURINE	ACHN	-5.81	2
TENIPOSIDE	DASATINIB	MCF7	6.4	1
NILOTINIB	MITOTANE	COLO205	-3.57	3
ZOLEDRONIC ACID	MERCAPTOPURINE	NCIH322	-1.68	1
CELECOXIB	AMIFOSTINE	K562	8.87	4
TRETINOIN	PRALATREXATE	MALME3M	-5.77	1
SORAFENIB	ANASTROZOLE	SKMEL2	1.18	0
METHOTREXATE	CARMUSTINE	DU145	1.45	2
FLUDARABINE BASE	LAPATINIB	HS578T	-2.84	1
LETROZOLE	DOCETAXEL	KM12	-1.09	0
TAMOXIFEN CITRATE	BORTEZOMIB	MOLT4	0.2	0
BLEOMYCIN	AMIFOSTINE	T47D	-2.31	3
GEFITINIB	METHOTREXATE	UACC257	-3.84	3
CYTARABINE HYDROCHLORIDE	HYDROXYUREA	HS578T	-0.91	3
TRETINOIN	THALIDOMIDE	SKMEL28	-1.43	3
FLUDARABINE BASE	BLEOMYCIN	COLO205	-6.91	4
IMATINIB	ZOLEDRONIC ACID	BT549	1.23	0
MITOTANE	IMIQUIMOD	RPMI8226	-1.86	1
CELECOXIB	ZOLEDRONIC ACID	IGROV1	0.03	4
SORAFENIB	ARSENIC TRIOXIDE	A549	9.71	0
CELECOXIB	FLUDARABINE BASE	MOLT4	-2.96	0
BLEOMYCIN	ALLOPURINOL	UACC62	-4.83	2
